customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
cust_14315,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.74,856.86,No
cust_14316,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.14,7607.34,No
cust_14317,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.76,461.62,No
cust_14318,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.19,4999.58,No
cust_14319,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.61,802.19,Yes
cust_14320,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),72.18,3056.33,No
cust_14321,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.32,1884.67,Yes
cust_14322,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),75.59,1349.56,No
cust_14323,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.86,4440.23,Yes
cust_14324,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.89,3094.62,No
cust_14325,Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),87.88,2760.29,No
cust_14326,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,111.86,7433.17,No
cust_14327,Female,1,No,No,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,68.46,678.04,No
cust_14328,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.74,2282.07,Yes
cust_14329,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,91.01,2269.75,Yes
cust_14330,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,74.36,1158.97,No
cust_14331,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.16,4236.14,No
cust_14332,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,108.27,2322.55,No
cust_14333,Male,0,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,70.66,1659.25,No
cust_14334,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.43,3157.9,No
cust_14335,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.39,6980.99,Yes
cust_14336,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.91,99.38,Yes
cust_14337,Female,1,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,115.17,3580.7,No
cust_14338,Female,0,Yes,Yes,54,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.41,3746.78,No
cust_14339,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.82,1261.01,No
cust_14340,Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.11,5984.29,Yes
cust_14341,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.55,2597.63,No
cust_14342,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.4,4002.97,Yes
cust_14343,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.38,845.89,No
cust_14344,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,97.9,5250.53,No
cust_14345,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.29,176.84,No
cust_14346,Male,1,Yes,Yes,41,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,54.9,2193.11,No
cust_14347,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,76.98,3023.64,No
cust_14348,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.82,4866.54,No
cust_14349,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.46,5873.14,Yes
cust_14350,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,96.17,972.98,Yes
cust_14351,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),113.58,0.0,Yes
cust_14352,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.34,2278.03,No
cust_14353,Female,1,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.32,4683.7,Yes
cust_14354,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),46.73,2856.69,No
cust_14355,Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.79,3492.04,Yes
cust_14356,Female,0,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,76.56,4688.42,No
cust_14357,Female,0,No,Yes,11,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,58.12,644.67,No
cust_14358,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,98.05,2524.95,No
cust_14359,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.83,2558.59,No
cust_14360,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.36,2287.25,Yes
cust_14361,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,98.11,6460.89,No
cust_14362,Male,0,No,Yes,27,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),70.69,1871.71,No
cust_14363,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.32,1620.51,Yes
cust_14364,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.29,483.78,No
cust_14365,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,46.05,594.71,No
cust_14366,Male,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.66,1066.88,Yes
cust_14367,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,78.2,5495.71,No
cust_14368,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.92,5729.53,No
cust_14369,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.61,1087.01,Yes
cust_14370,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.29,858.14,Yes
cust_14371,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.0,1679.41,No
cust_14372,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.05,1551.59,No
cust_14373,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),116.47,4331.48,Yes
cust_14374,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.73,273.03,No
cust_14375,Male,1,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.94,3143.68,No
cust_14376,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.87,523.01,No
cust_14377,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.83,1655.64,No
cust_14378,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,86.78,3343.1,No
cust_14379,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.22,492.62,No
cust_14380,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.48,4597.19,No
cust_14381,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,105.0,6054.37,Yes
cust_14382,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.27,2695.07,Yes
cust_14383,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,7523.74,No
cust_14384,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.93,874.54,No
cust_14385,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,78.97,3086.79,No
cust_14386,Male,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,54.56,1066.18,No
cust_14387,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.56,1667.07,No
cust_14388,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.31,98.67,No
cust_14389,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),98.3,4241.87,No
cust_14390,Female,0,Yes,No,29,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.56,3366.54,Yes
cust_14391,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),116.38,6258.34,No
cust_14392,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.29,1205.71,No
cust_14393,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.91,893.94,No
cust_14394,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,68.24,2752.39,No
cust_14395,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),81.87,2237.43,No
cust_14396,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.11,4184.16,No
cust_14397,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.3,1604.36,No
cust_14398,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.45,189.8,No
cust_14399,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,101.91,1302.6,Yes
cust_14400,Female,1,No,Yes,44,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,78.28,3394.39,Yes
cust_14401,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.25,3106.81,No
cust_14402,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.11,3377.69,Yes
cust_14403,Male,0,No,No,61,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.25,4651.1,No
cust_14404,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.72,2435.63,No
cust_14405,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.1,4852.48,No
cust_14406,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.69,351.06,No
cust_14407,Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.94,3653.54,No
cust_14408,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.68,4472.63,No
cust_14409,Female,0,No,No,70,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,48.64,3423.4,No
cust_14410,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.43,5748.73,No
cust_14411,Female,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.12,7358.93,Yes
cust_14412,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.68,1579.43,No
cust_14413,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.41,1979.6,No
cust_14414,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.13,2307.28,No
cust_14415,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.13,934.12,No
cust_14416,Male,1,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,100.5,3395.97,Yes
cust_14417,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.23,587.58,No
cust_14418,Male,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.51,3898.36,No
cust_14419,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.87,3441.17,No
cust_14420,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.07,4157.53,Yes
cust_14421,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.18,166.75,No
cust_14422,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.96,1355.08,Yes
cust_14423,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,109.32,4597.61,No
cust_14424,Female,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.12,1483.04,No
cust_14425,Male,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.02,391.48,No
cust_14426,Male,0,No,No,44,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),63.23,2734.21,No
cust_14427,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.74,1931.55,No
cust_14428,Male,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,67.61,1318.4,No
cust_14429,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.01,1890.21,Yes
cust_14430,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.53,6179.8,Yes
cust_14431,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),105.1,5816.36,No
cust_14432,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.35,860.3,Yes
cust_14433,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,79.41,1187.08,No
cust_14434,Female,1,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.88,1535.51,No
cust_14435,Male,1,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.41,6016.99,No
cust_14436,Male,1,Yes,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.78,4883.15,Yes
cust_14437,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.66,1346.08,Yes
cust_14438,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),58.86,2831.4,No
cust_14439,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.18,2561.82,Yes
cust_14440,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),93.14,557.87,No
cust_14441,Male,1,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.15,2509.84,Yes
cust_14442,Male,1,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.87,72.34,Yes
cust_14443,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.6,3437.48,No
cust_14444,Female,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.31,1334.23,No
cust_14445,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.31,3523.95,No
cust_14446,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,61.86,1788.13,No
cust_14447,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),115.49,4511.61,Yes
cust_14448,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.55,182.15,No
cust_14449,Male,0,No,No,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,93.82,3545.51,No
cust_14450,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.7,557.43,No
cust_14451,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,114.12,5723.64,No
cust_14452,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.6,3293.24,No
cust_14453,Female,1,Yes,No,52,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.13,4066.35,No
cust_14454,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.49,2349.86,No
cust_14455,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.52,2337.3,Yes
cust_14456,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),79.38,2988.63,Yes
cust_14457,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),87.98,5117.13,No
cust_14458,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.22,5134.43,No
cust_14459,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.42,1252.09,No
cust_14460,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.34,85.87,No
cust_14461,Male,0,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.37,2626.3,No
cust_14462,Female,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.33,1759.22,No
cust_14463,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,77.67,980.67,No
cust_14464,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,72.73,0.0,Yes
cust_14465,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,69.54,2855.4,No
cust_14466,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,71.44,4161.23,No
cust_14467,Female,0,Yes,No,60,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),56.49,3338.55,No
cust_14468,Male,0,No,No,40,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,61.83,2449.18,No
cust_14469,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.66,1240.54,No
cust_14470,Female,1,No,Yes,59,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),69.64,4215.09,No
cust_14471,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,93.06,6465.37,No
cust_14472,Male,0,Yes,No,58,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),58.94,3449.03,No
cust_14473,Female,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.32,856.13,Yes
cust_14474,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.91,2180.07,No
cust_14475,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.74,1033.83,No
cust_14476,Male,0,No,Yes,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.02,2621.72,Yes
cust_14477,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),84.95,860.97,No
cust_14478,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),81.48,1899.67,No
cust_14479,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),38.3,1654.34,No
cust_14480,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),60.76,3026.78,No
cust_14481,Female,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.79,865.83,No
cust_14482,Female,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.66,4711.08,No
cust_14483,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.84,2860.7,No
cust_14484,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,112.59,2603.22,Yes
cust_14485,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.57,3920.77,Yes
cust_14486,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.3,1946.42,No
cust_14487,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.94,4174.79,No
cust_14488,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.85,2498.42,Yes
cust_14489,Male,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),103.87,5311.4,No
cust_14490,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,93.31,1337.08,Yes
